a,b,verdict,justification
PRIM-EDGE-HOLONOMY-SELECTOR,PRIM-ISOMETRIC-DIRAC-J,independent,"bundle row (vNext NOGO split); partner is NOT among its registered split pieces {XI,DS}: the tower Dirac completion neither supplies nor needs the partner's datum"
PRIM-EDGE-HOLONOMY-SELECTOR,PRIM-PHASON-COORDINATE-FUNCTOR,independent,"distinct carriers (unified-edge-spine return edge, U(1) lambda-family vs phason archive internal coordinate cocycle z(s) (X5 contract scope)) and distinct moduli (holonomy PHASE selectors on |lambda|=1 vs tick cocycles (phi-tick vs integer-tick)); each is the registered completion gap of a different owner (no-go or obligation row); neither completion datum determines the other"
PRIM-EDGE-HOLONOMY-SELECTOR,PRIM-PHASON-PRESSURE-ENERGY-ROLE-ASSIGNMENT,independent,"distinct carriers (unified-edge-spine return edge, U(1) lambda-family vs L_archive spectrum {24,22,20} vs S_DE window (P1-C)) and distinct moduli (holonomy PHASE selectors on |lambda|=1 vs pressure/energy role sections); each is the registered completion gap of a different owner (no-go or obligation row); neither completion datum determines the other"
PRIM-EDGE-HOLONOMY-SELECTOR,PRIM-SEAM-CROSSING-TICK-IDENTIFICATION,independent,"shared words edge/seam/alpha checked: U(1) holonomy PHASE on the return edge (injective separator z^3-coeff=-lambda) vs crossing<->tick identification on V11 u {*} - moduli U(1) vs a finite conjunction; a phase choice identifies no crossing with a tick, the identification selects no lambda"
PRIM-EFT-IR-MATCHING-FUNCTIONAL,PRIM-GRADING-NEUTRAL-CURRENT-OPERATOR,independent,"distinct carriers (lepton exponent lattice, Vandermonde {0,1/4,1/3} vs derived M3 generation block of the R1 commutant (Wedderburn)) and distinct moduli ((r_mu,r_tau) IR-matching functionals vs Z2-grading operators of signature (p,q)); each is the registered completion gap of a different owner (no-go or obligation row); neither completion datum determines the other"
PRIM-EFT-IR-MATCHING-FUNCTIONAL,PRIM-ISOMETRIC-DIRAC-J,independent,"bundle row (vNext NOGO split); partner is NOT among its registered split pieces {XI,DS}: the tower Dirac completion neither supplies nor needs the partner's datum"
PRIM-EFT-IR-MATCHING-FUNCTIONAL,PRIM-PHASON-COORDINATE-FUNCTOR,independent,"distinct carriers (lepton exponent lattice, Vandermonde {0,1/4,1/3} vs phason archive internal coordinate cocycle z(s) (X5 contract scope)) and distinct moduli ((r_mu,r_tau) IR-matching functionals vs tick cocycles (phi-tick vs integer-tick)); each is the registered completion gap of a different owner (no-go or obligation row); neither completion datum determines the other"
PRIM-EFT-IR-MATCHING-FUNCTIONAL,PRIM-PHASON-PRESSURE-ENERGY-ROLE-ASSIGNMENT,independent,"distinct carriers (lepton exponent lattice, Vandermonde {0,1/4,1/3} vs L_archive spectrum {24,22,20} vs S_DE window (P1-C)) and distinct moduli ((r_mu,r_tau) IR-matching functionals vs pressure/energy role sections); each is the registered completion gap of a different owner (no-go or obligation row); neither completion datum determines the other"
PRIM-EFT-IR-MATCHING-FUNCTIONAL,PRIM-SEAM-CROSSING-TICK-IDENTIFICATION,independent,"distinct carriers (lepton exponent lattice, Vandermonde {0,1/4,1/3} vs door-2 seam carrier V11 u {*} + toral tick (02.13.h depth axis)) and distinct moduli ((r_mu,r_tau) IR-matching functionals vs crossing<->tick identifications (alpha,beta,gamma)); PRIM-EFT-IR-MATCHING-FUNCTIONAL is the registered completion gap of its own owner, while SEAM-CROSSING-TICK is the registered RESIDUAL of a core obligation (D0-TRANSPORT-FORK-ENDGAME-001 / D0-SEAM-CROSSING-WEIGHT-001), door-2-conditional - refutation reopens the depth axis, no no-go; neither completion datum determines the other"
PRIM-GRADING-NEUTRAL-CURRENT-OPERATOR,PRIM-ISOMETRIC-DIRAC-J,independent,"bundle row (vNext NOGO split); partner is NOT among its registered split pieces {XI,DS}: the tower Dirac completion neither supplies nor needs the partner's datum"
PRIM-GRADING-NEUTRAL-CURRENT-OPERATOR,PRIM-PHASON-COORDINATE-FUNCTOR,independent,"distinct carriers (derived M3 generation block of the R1 commutant (Wedderburn) vs phason archive internal coordinate cocycle z(s) (X5 contract scope)) and distinct moduli (Z2-grading operators of signature (p,q) vs tick cocycles (phi-tick vs integer-tick)); each is the registered completion gap of a different owner (no-go or obligation row); neither completion datum determines the other"
PRIM-GRADING-NEUTRAL-CURRENT-OPERATOR,PRIM-PHASON-PRESSURE-ENERGY-ROLE-ASSIGNMENT,independent,"distinct carriers (derived M3 generation block of the R1 commutant (Wedderburn) vs L_archive spectrum {24,22,20} vs S_DE window (P1-C)) and distinct moduli (Z2-grading operators of signature (p,q) vs pressure/energy role sections); each is the registered completion gap of a different owner (no-go or obligation row); neither completion datum determines the other"
PRIM-GRADING-NEUTRAL-CURRENT-OPERATOR,PRIM-SEAM-CROSSING-TICK-IDENTIFICATION,independent,"distinct carriers (derived M3 generation block of the R1 commutant (Wedderburn) vs door-2 seam carrier V11 u {*} + toral tick (02.13.h depth axis)) and distinct moduli (Z2-grading operators of signature (p,q) vs crossing<->tick identifications (alpha,beta,gamma)); PRIM-GRADING-NEUTRAL-CURRENT-OPERATOR is the registered completion gap of its own owner, while SEAM-CROSSING-TICK is the registered RESIDUAL of a core obligation (D0-TRANSPORT-FORK-ENDGAME-001 / D0-SEAM-CROSSING-WEIGHT-001), door-2-conditional - refutation reopens the depth axis, no no-go; neither completion datum determines the other"
PRIM-ISOMETRIC-DIRAC-J,PRIM-PHASON-COORDINATE-FUNCTOR,independent,"bundle row (vNext NOGO split); partner is NOT among its registered split pieces {XI,DS}: the tower Dirac completion neither supplies nor needs the partner's datum"
PRIM-ISOMETRIC-DIRAC-J,PRIM-PHASON-PRESSURE-ENERGY-ROLE-ASSIGNMENT,independent,"bundle row (vNext NOGO split); partner is NOT among its registered split pieces {XI,DS}: the tower Dirac completion neither supplies nor needs the partner's datum"
PRIM-ISOMETRIC-DIRAC-J,PRIM-SEAM-CROSSING-TICK-IDENTIFICATION,independent,"bundle row (vNext NOGO split); partner is NOT among its registered split pieces {XI,DS}: the tower Dirac completion neither supplies nor needs the partner's datum"
PRIM-PHASON-COORDINATE-FUNCTOR,PRIM-PHASON-PRESSURE-ENERGY-ROLE-ASSIGNMENT,independent,"Lean-owned construction edge P1->P2 (D0.Extensions.FivePrimitiveSemanticDependence: the coordinate functor's construction requires a pressure-energy sector) - explicitly 'no merge, asymmetric dependence, not equivalence'; neither DERIVES the other, both must be independently supplied"
PRIM-PHASON-COORDINATE-FUNCTOR,PRIM-SEAM-CROSSING-TICK-IDENTIFICATION,independent,"shared word 'tick' AND shared golden value checked (X5 tick z(1)=phi-1 vs per-crossing ratio phi^-1): X5 internal ARCHIVE cocycle tick vs door-2 SEAM crossing/toral tick - different carriers (phason archive vs 02.13.h seam depth axis); the value coincidence is guarded by D0-SEAM-CROSSING-WEIGHT-001's own clause (forced_value_is_toral_stable_root is a coincidence-of-values record, not an explanation claim); a tick normalization identifies no crossing, an identification fixes no archive cocycle"
PRIM-PHASON-PRESSURE-ENERGY-ROLE-ASSIGNMENT,PRIM-SEAM-CROSSING-TICK-IDENTIFICATION,independent,"distinct carriers (L_archive spectrum {24,22,20} vs S_DE window (P1-C) vs door-2 seam carrier V11 u {*} + toral tick (02.13.h depth axis)) and distinct moduli (pressure/energy role sections vs crossing<->tick identifications (alpha,beta,gamma)); PRIM-PHASON-PRESSURE-ENERGY-ROLE-ASSIGNMENT is the registered completion gap of its own owner, while SEAM-CROSSING-TICK is the registered RESIDUAL of a core obligation (D0-TRANSPORT-FORK-ENDGAME-001 / D0-SEAM-CROSSING-WEIGHT-001), door-2-conditional - refutation reopens the depth axis, no no-go; neither completion datum determines the other"
