claim_id,value,strength,quadrant,carries,cites,rests_on,depth,genesis,v1_structural,v2_semantic,v3_falsifiable,v4_foundation,v5_external,value_floored,external_question,lean_status,release_status,book,lean_module
D0-OPERATOR-VECTOR-LAPLACIAN-ORIGIN-001,32.5,100,BALLAST,5,0,1,1,False,10.6,18.2,0.0,3.8,0.0,,,LEAN_PROVED,CORE-FORMALIZED,BOOK_08,D0.Matter.VectorOperatorOrigin
D0-DYNAMICS-NOT-PRIMITIVE-CERT-CLOSED-001,32.4,100,BALLAST,0,2,10,4,False,8.4,20.0,4.0,0.0,0.0,,,LEAN_PROVED,CERT-CLOSED,BOOK_06,D0.Evolution.StaticToDynamicsOwner
D0-INFLATIONLESS-THRESHOLD-ENERGY-OWNER-001,32.4,100,BALLAST,0,2,2,2,False,8.4,20.0,4.0,0.0,0.0,,,LEAN_PROVED,CERT-CLOSED,BOOK_08,D0.Cosmology.InflationlessThresholdEnergyOwner
D0-PHASON-INITIAL-COVARIANCE-OWNER-001,32.4,100,BALLAST,0,2,0,0,True,8.4,20.0,4.0,0.0,0.0,,,LEAN_PROVED,CERT-CLOSED,BOOK_08,D0.Cosmology.PhasonInitialCovariance
D0-CMB-FIEDLER-FREEZEOUT-OWNER-001,32.4,100,BALLAST,0,2,0,0,True,8.4,20.0,4.0,0.0,0.0,,,LEAN_PROVED,CERT-CLOSED,BOOK_08,D0.Cosmology.CMBFiedlerFreezeout
D0-VNEXT-QUANTUM-METRIC-EXTENSION-PASSPORT-001,32.4,55,BALLAST,0,2,0,,,8.4,6.0,18.0,0.0,0.0,,,PYTHON_CERTIFIED,PASSPORT-CLOSED,BOOK_07,
D0-ICOSIAN-E8-GRAM-001,32.3,100,BALLAST,1,4,0,0,True,12.3,14.5,4.0,1.5,0.0,,,LEAN_PROVED,CORE-FORMALIZED,BOOK_02,D0.Claims.IcosianE8GramFinite
D0-GAUGE-BIANCHI-RESIDUAL-BOUNDARY-001,32.2,100,BALLAST,1,0,1,1,False,4.1,16.3,11.0,0.8,0.0,,,LEAN_PROVED,NO-GO,BOOK_08,D0.Gauge.BianchiResidual
D0-DIM-LADDER-COMPACT-001,32.2,100,BALLAST,0,3,0,0,True,10.6,17.6,4.0,0.0,0.0,,,LEAN_PROVED,CORE-FORMALIZED,BOOK_06,D0.Claims.DimLadderCompact
D0-ARCHIVE-NEUMANN-TICK-OWNER-001,32.1,100,BALLAST,2,2,0,0,True,8.4,16.7,4.0,3.0,0.0,,,LEAN_PROVED,CERT-CLOSED,BOOK_06,D0.Evolution.FeshbachSchurTimeDelayOwner
D0-RAW-SELF-READING-EXTRACTIONS-001,32.0,100,BALLAST,0,1,9,3,False,5.3,11.8,15.0,0.0,0.0,,,LEAN_PROVED,NO-GO,BOOK_04,D0.SelfReading.RawSelfReadingExtractions
D0-RG-001,32.0,70,BALLAST,2,0,1,1,False,6.5,20.0,4.0,1.5,0.0,,,LEAN_PROVED_WITH_BRIDGE_ASSUMPTIONS,BRIDGE-ASSUMPTIONS-EXPLICIT,D0_OPERATOR_BRIDGE_TRIPLE_CLOSURE,D0.Bridge.PhiDiscreteRG
D0-ARCHIVE-HEATTRACE-001,32.0,55,BALLAST,2,0,1,1,False,6.5,20.0,4.0,1.5,0.0,,,PYTHON_CERTIFIED,CERT-CLOSED,BOOK_07/08,D0.Geometry.ArchiveHeatTrace
D0-DETECTION-QUADRATIC-001,31.7,100,BALLAST,3,9,4,3,False,17.6,9.0,4.0,1.1,0.0,,,LEAN_PROVED,CORE-FORMALIZED,BOOK_00/01,D0.Tower.DetectionQuadratic
D0-PHASON-WDE-Z-MAP-OWNER-001,31.6,55,BALLAST,0,3,0,,,10.6,6.0,15.0,0.0,0.0,,,PYTHON_CERTIFIED,NO-GO,BOOK_08,
D0-ARCHIVE-LAPLACIAN-RG,31.5,100,BALLAST,2,0,2,2,False,6.5,20.0,4.0,1.0,0.0,,,LEAN_PROVED,CORE-FORMALIZED,BOOK_07,D0.Geometry.ArchiveLaplacianRG
D0-ALPHA-FESHBACH-RESIDUE-FINITE-SUM-001,31.4,100,BALLAST,0,5,3,3,False,13.7,13.7,4.0,0.0,0.0,,,LEAN_PROVED,CERT-CLOSED,BOOK_02,D0.Spectral.AlphaFeshbachDixmierOwner
D0-GENERATIVE-DYNAMICS-001,31.3,100,BALLAST,0,10,0,0,True,18.3,9.0,4.0,0.0,0.0,,,LEAN_PROVED,CERT-CLOSED,BOOK_06,D0.Claims.GluingAnomalyTime
D0-GHP-GOLDEN-CAUCHY-BOUND-001,31.3,100,BALLAST,0,4,0,0,True,12.3,15.0,4.0,0.0,0.0,,,LEAN_PROVED,CERT-CLOSED,BOOK_07,D0.Geometry.GHPGoldenCauchyBound
D0-COLOUR-GENERATION-TYPED-CARRIER-NOGO-001,31.3,55,BALLAST,0,1,0,,,5.3,6.0,20.0,0.0,0.0,,,PYTHON_CERTIFIED,NO-GO,BOOK_04,
D0-ALPHA-SEAM-REALIZATION-NOGO-001,31.3,55,BALLAST,0,1,0,,,5.3,6.0,20.0,0.0,0.0,,,PYTHON_CERTIFIED,NO-GO,BOOK_02,
D0-STURMIAN-REFINEMENT-DISCHARGE-NOGO-001,31.3,55,BALLAST,0,1,0,,,5.3,6.0,20.0,0.0,0.0,,,PYTHON_CERTIFIED,NO-GO,BOOK_06,
D0-TOP-HODGE-SPECTRAL-SCENE-RECONSTRUCTION-001,31.2,100,BALLAST,3,2,0,0,True,8.4,18.3,0.0,4.5,0.0,,,LEAN_PROVED,CORE-FORMALIZED,BOOK_01/02,D0.Synthesis.TopHodgeSpectralSceneReconstruction
D0-CKM-NONTRIVIAL-FLAVOUR-ALGEBRA-001,31.2,100,BALLAST,2,0,3,3,False,6.5,20.0,4.0,0.8,0.0,,,LEAN_PROVED,CORE-FORMALIZED,BOOK_04,D0.Matter.CKMNontrivialFlavourAlgebra
D0-ALPHA-ANALYTIC-FORMALISM-BOUNDARY-001,31.2,70,BALLAST,2,1,3,3,False,6.5,20.0,4.0,0.8,0.0,,,LEAN_PROVED_WITH_BRIDGE_ASSUMPTIONS,BRIDGE-ASSUMPTIONS-EXPLICIT,BOOK_02,D0.Spectral.AlphaAnalyticFormalismBoundary
D0-LEPTON-002,31.2,55,BALLAST,0,15,0,,,21.2,6.0,4.0,0.0,0.0,,,PYTHON_CERTIFIED,CERT-CLOSED,BOOK_04,
D0-P-ABELIAN-001,31.2,45,DRIFT,1,3,8,4,False,10.6,16.3,4.0,0.3,0.0,,,LEAN_PROVED,PROOF-TARGET,BOOK_01,D0.Foundation.M1CoreSaturation
D0-CANONICAL-SELF-READING-FUNCTOR-001,30.9,100,BALLAST,0,3,9,3,False,10.6,16.3,4.0,0.0,0.0,,,LEAN_PROVED,CERT-CLOSED,BOOK_05,D0.Extensions.CanonicalSelfReadingFunctor
D0-CURRENT-DATA-FACTORIZATION-001,30.9,100,BALLAST,1,1,2,2,False,5.3,16.1,9.0,0.5,0.0,,,LEAN_PROVED,CORE-FORMALIZED,BOOK_00/01,D0.Foundation.CurrentDataFactorization
D0-CLASS5-ALIASING-001,30.8,100,BALLAST,0,4,1,1,False,12.3,14.5,4.0,0.0,0.0,,,LEAN_PROVED,CORE-FORMALIZED,BOOK_04,D0.Claims.Class5Aliasing
D0-LUCAS-VORONOI-MARKOV-PARTITION-001,30.8,100,BALLAST,0,4,2,1,False,12.3,14.5,4.0,0.0,0.0,,,LEAN_PROVED,CERT-CLOSED,BOOK_06,D0.Geometry.LucasVoronoiMarkovPartition
D0-TOP-HODGE-NORMALIZED-QUOTIENT-SPECTRUM-001,30.7,100,BALLAST,2,4,13,6,False,12.3,18.0,0.0,0.4,0.0,,,LEAN_PROVED,CORE-FORMALIZED,BOOK_01/02/08,D0.Synthesis.TopHodgeNormalizedQuotientSpectrum
D0-COMPLETE-TRIPARTITE-LAPLACIAN-COFACTOR-BRIDGE-001,30.6,100,BALLAST,0,3,17,7,False,10.6,20.0,0.0,0.0,0.0,,,LEAN_PROVED,CORE-FORMALIZED,BOOK_01/02/08,D0.Synthesis.CompleteTripartiteMatrixTreeBridge
D0-EQUIVARIANT-M1-001,30.6,100,BALLAST,1,1,1,1,False,5.3,15.6,9.0,0.8,0.0,,,LEAN_PROVED,CORE-FORMALIZED,BOOK_01/05,D0.Foundation.EquivariantM1
D0-X5-LEPTON-CONTRACT-001,30.5,100,BALLAST,1,4,0,0,True,12.3,12.7,4.0,1.5,0.0,,,LEAN_PROVED,CERT-CLOSED,BOOK_04,D0.Extensions.X5.Lepton
D0-MATTER-ANOMALY-001,30.4,100,BALLAST,3,0,1,1,False,8.2,20.0,0.0,2.2,0.0,,,LEAN_PROVED,CORE-FORMALIZED,BOOK_04,D0.Matter.GenerationAnomalyPreservation
D0-TRANSPORT-SPECTRUM-BLINDNESS-NOGO-001,30.4,100,BALLAST,0,0,0,0,True,0.0,10.4,20.0,0.0,0.0,,,LEAN_PROVED,NO-GO,BOOK_02,D0.Synthesis.TransportSpectrumBlindness
D0-ARCHIVE-LIGHTPROFINITE-001,30.3,100,BALLAST,1,4,1,1,False,12.3,17.2,0.0,0.8,0.0,,,LEAN_PROVED,CORE-FORMALIZED,BOOK_06/07,D0.Geometry.ArchiveLightProfinite
D0-INVARIANT-GENERATION-BRIDGE-001,30.2,45,DRIFT,2,6,2,2,False,14.9,10.4,4.0,1.0,0.0,,,LEAN_PROVED,PROOF-TARGET,BOOK_04,D0.Claims.InvariantGenerationBridge
D0-VNEXT-AF-ONE-DIMENSIONAL-REDUCTION-CLASSIFICATION-001,30.0,100,BALLAST,1,1,1,1,False,5.3,9.0,15.0,0.8,0.0,,,LEAN_PROVED,NO-GO,BOOK_02,D0.VNext.AFOneDimensionalReductionClassification
D0-CASCADE-FLOOR-ONE-LOOP-001,30.0,100,BALLAST,4,1,0,0,True,9.5,14.5,0.0,6.0,0.0,,,LEAN_PROVED,CORE-FORMALIZED,BOOK_01,D0.Foundation.CascadeFloorOneLoop
D0-CASCADE-FLOOR-ORDER-MEMORY-001,30.0,100,BALLAST,4,1,0,0,True,9.5,14.5,0.0,6.0,0.0,,,LEAN_PROVED,CORE-FORMALIZED,BOOK_01,D0.Foundation.CascadeFloorOrderMemory
D0-EDGE-ALPHA-001,29.8,100,BALLAST,0,8,1,1,False,16.8,9.0,4.0,0.0,0.0,,,LEAN_PROVED,CORE-FORMALIZED,BOOK_04,D0.Spectral.ZetaResidueAlpha
D0-KERNEL-ZONE-SPLIT-001,29.8,100,BALLAST,1,2,0,0,True,8.4,15.9,4.0,1.5,0.0,,,LEAN_PROVED,CORE-FORMALIZED,BOOK_01/04,D0.Claims.KernelZoneSplit
D0-ADLER-WEISS-INTERNAL-CONSTRUCTION-001,29.8,100,BALLAST,0,8,0,0,True,16.8,9.0,4.0,0.0,0.0,,,LEAN_PROVED,CERT-CLOSED,BOOK_06,D0.VNext2.AdlerWeissInternalMarkov
D0-POSTCORE-DIXMIER-WODZICKI-PASSPORT-001,29.7,70,BALLAST,1,1,3,3,False,5.3,20.0,4.0,0.4,0.0,,,LEAN_PROVED_WITH_BRIDGE_ASSUMPTIONS,BRIDGE-ASSUMPTIONS-EXPLICIT,BOOK_02,D0.Extensions.AlphaResidueExtension
D0-ARCHIVE-SEAM-CURVATURE-001,29.6,100,BALLAST,1,0,0,0,True,4.1,20.0,4.0,1.5,0.0,,,LEAN_PROVED,CORE-FORMALIZED,BOOK_07,D0.Geometry.ArchiveCurvatureDensity
D0-GRAV-006,29.6,100,BALLAST,1,0,0,0,True,4.1,20.0,4.0,1.5,0.0,,,LEAN_PROVED,CORE-FORMALIZED,BOOK_07,D0.Gravity.HorizonJetAndBaryonPole
D0-QUANT-MET-002,29.6,100,BALLAST,1,0,0,0,True,4.1,20.0,4.0,1.5,0.0,,,LEAN_PROVED,CORE-FORMALIZED,METROLOGY,D0.Metrology.PSDPurification
D0-HODGE-001,29.6,100,BALLAST,1,0,0,0,True,4.1,20.0,4.0,1.5,0.0,,,LEAN_PROVED,CORE-FORMALIZED,BOOK_07,D0.Topology.BoundaryBoundary;D0.Topology.FiniteCochainNoAxion
D0-REHEATING-HEATTRACE-ENERGY-FUNCTIONAL-001,29.6,100,BALLAST,3,2,0,0,True,8.4,12.7,4.0,4.5,0.0,,,LEAN_PROVED,CERT-CLOSED,BOOK_08,D0.Cosmology.HeatTraceEnergyFunctional
D0-GAUGE-MATTER-001,29.6,70,BALLAST,1,0,0,0,True,4.1,20.0,4.0,1.5,0.0,,,LEAN_PROVED_WITH_BRIDGE_ASSUMPTIONS,BRIDGE-ASSUMPTIONS-EXPLICIT,BOOK_02/04,D0.Topology.BoundaryBoundary
D0-DM-CLASSICALITY-001,29.6,55,BALLAST,1,0,0,0,True,4.1,20.0,4.0,1.5,0.0,,,PYTHON_CERTIFIED,CERT-CLOSED,BOOK_06/08,D0.Detector.WeakCouplingClassicalization
D0-PHASON-FORCING-001,29.6,55,BALLAST,0,3,0,,,10.6,6.0,13.0,0.0,0.0,,,PYTHON_CERTIFIED,CERT-CLOSED,BOOK_08,
D0-QUASICRYSTAL-CARRIER-FORCING-001,29.6,55,BALLAST,0,3,0,,,10.6,6.0,13.0,0.0,0.0,,,PYTHON_CERTIFIED,CERT-CLOSED,BOOK_01,
D0-COSMO-CORE-SHAPE-PASSPORT-BOUNDARY-001,29.5,100,BALLAST,2,0,0,0,True,6.5,20.0,0.0,3.0,0.0,,,LEAN_PROVED,CORE-FORMALIZED,BOOK_08,D0.Cosmology.CoreShapePassportBoundary
D0-LEPTON-RAW-GRAPH-COEFFICIENT-OWNER-001,29.4,55,BALLAST,0,2,0,,,8.4,6.0,15.0,0.0,0.0,,,PYTHON_CERTIFIED,NO-GO,BOOK_04,
D0-XI5-TORUS-DEFECT-001,29.3,100,BALLAST,0,1,1,1,False,5.3,20.0,4.0,0.0,0.0,,,LEAN_PROVED,CORE-FORMALIZED,BOOK_03/06,D0.Claims.Xi5TorusDefect
D0-BH-CAPACITY-A4-001,29.3,100,BALLAST,0,1,0,0,True,5.3,20.0,4.0,0.0,0.0,,,LEAN_PROVED,CORE-FORMALIZED,BOOK_07,D0.Gravity.BlackHoleCapacityA4
D0-PROTON-001,29.3,100,BALLAST,0,1,0,0,True,5.3,20.0,4.0,0.0,0.0,,,LEAN_PROVED,CORE-FORMALIZED,BOOK_04,D0.Matter.ProtonReadout306
D0-PAGE-TURNING-POINT-RANK-THEOREM-001,29.3,100,BALLAST,0,2,0,0,True,8.4,16.9,4.0,0.0,0.0,,,LEAN_PROVED,CERT-CLOSED,BOOK_07,D0.Gravity.PageTurningPointRank
D0-FINAL-RESEARCH-TO-CLOSURE-MAP-001,29.3,100,BALLAST,0,1,18,5,False,5.3,20.0,4.0,0.0,0.0,,,LEAN_PROVED,CORE-FORMALIZED,BOOK_05,D0.Verification.FinalResearchClosureBoundary
D0-POSTCORE-EXTENSION-BOUNDARY-001,29.3,70,BALLAST,0,1,12,4,False,5.3,20.0,4.0,0.0,0.0,,,LEAN_PROVED_WITH_BRIDGE_ASSUMPTIONS,CERT-CLOSED,BOOK_05,D0.Verification.PostCoreExtensionBoundary
D0-RAW-ALPHA-ANALYTIC-RESIDUE-BOUNDARY-001,29.3,70,BALLAST,0,1,4,4,False,5.3,20.0,4.0,0.0,0.0,,,LEAN_PROVED_WITH_BRIDGE_ASSUMPTIONS,BRIDGE-ASSUMPTIONS-EXPLICIT,BOOK_02,D0.Spectral.RawSelfReadingAnalyticResidueBoundary
D0-FINITE-SPECTRAL-TRIPLE-REPRESENTATION-PASSPORT-001,29.3,55,BALLAST,0,1,0,,,5.3,6.0,18.0,0.0,0.0,,,PYTHON_CERTIFIED,PASSPORT-CLOSED,BOOK_04,
D0-HYPERCHARGE-FLOW-ORIGIN-PASSPORT-001,29.3,55,BALLAST,0,1,0,,,5.3,6.0,18.0,0.0,0.0,,,PYTHON_CERTIFIED,PASSPORT-CLOSED,BOOK_04,
D0-HORIZONLESS-ECHO-PASSPORT-001,29.3,55,BALLAST,0,1,0,,,5.3,6.0,18.0,0.0,0.0,,,PYTHON_CERTIFIED,PASSPORT-CLOSED,BOOK_07,
D0-HORIZON-HUM-EMPIRICAL-PASSPORT-001,29.3,55,BALLAST,0,1,0,,,5.3,6.0,18.0,0.0,0.0,,,PYTHON_CERTIFIED,PASSPORT-CLOSED,BOOK_07,
D0-SRC-NOGO-001,29.2,100,BALLAST,1,0,0,0,True,4.1,10.6,13.0,1.5,0.0,,,LEAN_PROVED,CORE_BRIDGE_SPLIT,BOOK_04/05,D0.Matter.NuclearShellContactSRC
D0-PHASON-CONTINUUM-ENVELOPE-OWNER-001,29.1,100,BALLAST,0,3,1,1,False,10.6,14.5,4.0,0.0,0.0,,,LEAN_PROVED,CERT-CLOSED,BOOK_08,D0.Cosmology.PhasonContinuumEnvelope
D0-COSMOLOGY-CONNECTIVITY-THRESHOLD-OWNER-001,29.0,100,BALLAST,0,4,0,0,True,12.3,12.7,4.0,0.0,0.0,,,LEAN_PROVED,CERT-CLOSED,BOOK_08,D0.Cosmology.ReheatingPercolationOwner
D0-VNEXT2-XI-MAXIMALITY-NOGO-001,29.0,100,BALLAST,0,0,1,1,False,0.0,9.0,20.0,0.0,0.0,,,LEAN_PROVED,NO-GO,BOOK_02,D0.VNext2.SceneNativeRefinementClassification
D0-VNEXT2-DIRAC-COVARIANCE-MAXIMALITY-NOGO-001,29.0,100,BALLAST,0,0,1,1,False,0.0,9.0,20.0,0.0,0.0,,,LEAN_PROVED,NO-GO,BOOK_02,D0.VNext2.SceneNativeRefinementClassification
D0-VNEXT2-SCENE-NATIVE-MAXIMALITY-OWNER-001,29.0,100,BALLAST,0,0,1,1,False,0.0,9.0,20.0,0.0,0.0,,,LEAN_PROVED,NO-GO,BOOK_02,D0.VNext2.SceneNativeRefinementClassification
D0-BRANCH-CP-READOUT-NOGO-V15,29.0,100,BALLAST,0,0,0,0,True,0.0,9.0,20.0,0.0,0.0,,,LEAN_PROVED,NO-GO,BOOK_04,D0.Integration.V15.BranchAudit
D0-HODGE-M1-REDUCTIO-001,29.0,70,BALLAST,0,0,1,1,False,0.0,20.0,9.0,0.0,0.0,,,LEAN_PROVED_WITH_BRIDGE_ASSUMPTIONS,BRIDGE-ASSUMPTIONS-EXPLICIT,BOOK_05,D0.Topology.HodgeAlgebraicRealization
D0-PVSNP-LYAPUNOV-M1-001,29.0,70,BALLAST,0,0,1,1,False,0.0,20.0,9.0,0.0,0.0,,,LEAN_PROVED_WITH_BRIDGE_ASSUMPTIONS,BRIDGE-ASSUMPTIONS-EXPLICIT,BOOK_05,D0.Complexity.HeatTraceLyapunov
D0-M1-HOMOLOGICAL-SCENE-READING-001,28.9,100,BALLAST,0,2,2,2,False,8.4,11.5,9.0,0.0,0.0,,,LEAN_PROVED,CORE-FORMALIZED,BOOK_01,D0.Synthesis.M1HomologicalSceneReading
D0-QUASI006-GALOIS-LORENTZ-SIGNATURE-001,28.8,100,BALLAST,1,0,1,1,False,4.1,20.0,4.0,0.8,0.0,,,LEAN_PROVED,CORE-FORMALIZED,BOOK_06/07/08,D0.Physics.GaloisLorentzSignature
D0-VNEXT-CANONICAL-XI-ANCHOR-OWNER-001,28.8,100,BALLAST,1,0,1,1,False,4.1,9.0,15.0,0.8,0.0,,,LEAN_PROVED,NO-GO,BOOK_02,D0.VNext.AFOneDimensionalReductionClassification
D0-TRANSPORT-NOT-GOLDEN-001,28.8,100,BALLAST,0,0,0,0,True,0.0,17.8,11.0,0.0,0.0,,,LEAN_PROVED,NO-GO,BOOK_02,D0.Spectral.TransportNotGolden
D0-ABCD-001,28.6,100,BALLAST,9,0,3,1,False,13.6,9.0,0.0,6.0,0.0,,,LEAN_PROVED,CORE-FORMALIZED,BOOK_01,D0.Core.DyadABCD
D0-OMEGA8-001,28.6,100,BALLAST,9,0,3,1,False,13.6,9.0,0.0,6.0,0.0,,,LEAN_PROVED,CORE-FORMALIZED,BOOK_01,D0.Core.DyadABCD
D0-PHI-FRACTAL-TICK-DYNAMICS-OWNER-001,28.5,100,BALLAST,2,1,3,3,False,6.5,17.2,4.0,0.8,0.0,,,LEAN_PROVED,CERT-CLOSED,BOOK_06,D0.Evolution.PhiFractalTickDynamics
D0-CONTINUOUS-TIME-SEMIGROUP-ENVELOPE-001,28.5,100,BALLAST,2,1,3,3,False,6.5,17.2,4.0,0.8,0.0,,,LEAN_PROVED,CERT-CLOSED,BOOK_06,D0.Evolution.PhiFractalTickDynamics
D0-MESON-POSITIVE-DEFECT-TRANSFER-001,28.4,100,BALLAST,1,0,4,4,False,4.1,20.0,4.0,0.3,0.0,,,LEAN_PROVED,CORE-FORMALIZED,BOOK_04,D0.Matter.MesonDefectTransferOrigin
D0-MIXING-HIERARCHY-INVERSION-001,28.4,100,BALLAST,0,4,0,0,True,12.3,12.1,4.0,0.0,0.0,,,LEAN_PROVED,CORE-FORMALIZED,BOOK_04,D0.Claims.MixingHierarchyInversion
D0-BSD-RANK-PASSPORT-001,28.4,100,BALLAST,0,2,1,1,False,8.4,20.0,0.0,0.0,0.0,,,LEAN_PROVED,CORE-FORMALIZED,BOOK_05,D0.Synthesis.BSDRankNullityPassport
D0-TIME-MODULAR-FLOW-OWNER-001,28.4,70,BALLAST,0,2,0,0,True,8.4,20.0,0.0,0.0,0.0,,,LEAN_PROVED_WITH_BRIDGE_ASSUMPTIONS,BRIDGE-ASSUMPTIONS-EXPLICIT,BOOK_06,D0.Bridge.TomitaTakesakiBridge
D0-NEUTRINO-DELTA-ALPHA-NORM-SQUARE-001,28.3,100,BALLAST,0,3,3,3,False,10.6,13.7,4.0,0.0,0.0,,,LEAN_PROVED,CERT-CLOSED,BOOK_02,D0.Spectral.AlphaFeshbachDixmierOwner
D0-BRIDGE-COMPRESSION-001,28.3,55,BALLAST,0,10,0,,,18.3,6.0,4.0,0.0,0.0,,,PYTHON_CERTIFIED,CERT-CLOSED,BOOK_05,
D0-TORUS-GENERATION-OVERLAP-001,28.2,100,BALLAST,3,0,2,2,False,8.2,14.5,4.0,1.5,0.0,,,LEAN_PROVED,CORE-FORMALIZED,BOOK_04,D0.Matter.GenerationOverlapResponseOrigin
D0-PHYSICAL-COMPARISON-REPRESENTATION-REDUCTION-001,28.2,45,DRIFT,0,3,7,5,False,10.6,17.6,0.0,0.0,0.0,,,LEAN_PROVED,PROOF-TARGET,BOOK_00/01,D0.Foundation.PhysicalComparisonRepresentation
D0-Z2-SPINOR-COVER-001,28.0,100,BALLAST,0,2,3,1,False,8.4,15.6,4.0,0.0,0.0,,,LEAN_PROVED,CORE-FORMALIZED,BOOK_02/03,D0.Synthesis.Z2SpinorCover
D0-CARRIER-NOT-ICOSAHEDRAL-001,28.0,100,BALLAST,0,2,0,0,True,8.4,15.6,4.0,0.0,0.0,,,LEAN_PROVED,CORE-FORMALIZED,BOOK_01,D0.Claims.CarrierNotIcosahedral
D0-LEPTON-GREEN-PUISEUX-OPERATOR-001,28.0,100,BALLAST,1,3,1,1,False,10.6,12.7,4.0,0.8,0.0,,,LEAN_PROVED,CERT-CLOSED,BOOK_04,D0.Matter.LeptonGreenPuiseuxOwner
D0-BRATTELI-FIBONACCI-REFINEMENT-OWNER-001,28.0,100,BALLAST,1,3,1,1,False,10.6,12.7,4.0,0.8,0.0,,,LEAN_PROVED,CERT-CLOSED,BOOK_02,D0.Geometry.FibonacciBratteliRefinement
D0-VNEXT-AF-GNS-ISOMETRY-OWNER-001,28.0,100,BALLAST,0,3,1,1,False,10.6,13.4,4.0,0.0,0.0,,,LEAN_PROVED,CERT-CLOSED,BOOK_02,D0.VNext.PerronGNSTower
D0-ECHO-DELAY-COMPACTNESS-OWNER-001,28.0,100,BALLAST,0,2,0,0,True,8.4,15.6,4.0,0.0,0.0,,,LEAN_PROVED,CERT-CLOSED,BOOK_07,D0.Gravity.HorizonlessEchoDelay
D0-COMPLETION-ADMISSIBILITY-001,28.0,100,BALLAST,1,1,0,0,True,5.3,17.2,4.0,1.5,0.0,,,LEAN_PROVED,CERT-CLOSED,BOOK_05,D0.Extensions.CompletionAdmissibility
D0-REHEATING-PERCOLATION-OWNER-001,27.3,100,BALLAST,0,3,0,0,True,10.6,12.7,4.0,0.0,0.0,,,LEAN_PROVED,CERT-CLOSED,BOOK_08,D0.Cosmology.ReheatingPercolationOwner
D0-SELF-READING-NO-STIPULATION-001,27.3,100,BALLAST,0,1,1,1,False,5.3,9.0,13.0,0.0,0.0,,,LEAN_PROVED,CERT-CLOSED,BOOK_00,D0.SelfReading.SelfReadingNoStipulation
D0-CKM-EXACT-001,27.1,100,BALLAST,0,1,0,0,True,5.3,17.8,4.0,0.0,0.0,,,LEAN_PROVED,CORE-FORMALIZED,BOOK_04,D0.Claims.CkmExactMatrix
D0-CASCADE-FLOOR-SCALE-RATIO-001,27.0,100,BALLAST,4,1,1,1,False,9.5,14.5,0.0,3.0,0.0,,,LEAN_PROVED,CORE-FORMALIZED,BOOK_01,D0.Foundation.CascadeFloorScaleRatio
D0-PI0-DISCRETE-ANGLE-001,26.9,100,BALLAST,0,2,1,1,False,8.4,14.5,4.0,0.0,0.0,,,LEAN_PROVED,CORE-FORMALIZED,BOOK_04,D0.Geometry.Pi0DiscreteAngle
D0-CMB-NS-LAPLACIAN-IDS-OWNER-001,26.9,100,BALLAST,0,2,0,0,True,8.4,14.5,4.0,0.0,0.0,,,LEAN_PROVED,CERT-CLOSED,BOOK_08,D0.Cosmology.CMBLaplacianIDS
D0-DSIGMA-CANONICAL-ROLE-ADDRESS-OWNER-001,26.9,100,BALLAST,0,2,0,0,True,8.4,14.5,4.0,0.0,0.0,,,LEAN_PROVED,CERT-CLOSED,BOOK_04,D0.Matter.DSigmaRoleTransitionGraph
D0-GAUGE-MATTER-002,26.8,100,BALLAST,1,4,0,0,True,12.3,9.0,4.0,1.5,0.0,,,LEAN_PROVED,CORE-FORMALIZED,BOOK_02/04,D0.Gauge.AnomalySums
D0-PHASE-TOWER-001,26.8,100,BALLAST,0,0,0,0,True,0.0,17.8,9.0,0.0,0.0,,,LEAN_PROVED,CORE-FORMALIZED,BOOK_01/02,D0.Combinatorics.PhaseTowerMinimality
D0-CONNECTIVITY-SPECTRAL-GAP-SPEED-001,26.8,100,BALLAST,0,3,0,0,True,10.6,12.2,4.0,0.0,0.0,,,LEAN_PROVED,CERT-CLOSED,BOOK_06,D0.Cosmology.CLightconePercolationOwner
D0-ARCHIVE-REGULAR-REFINEMENT-NOGO-001,26.8,100,BALLAST,0,0,0,0,True,0.0,6.8,20.0,0.0,0.0,,,LEAN_PROVED,NO-GO,BOOK_01,D0.Integration.V15.Refinement
D0-LUCAS-DEFECT-SIGN-001,26.8,100,BALLAST,1,1,0,0,True,5.3,20.0,0.0,1.5,0.0,,,LEAN_PROVED,CORE-FORMALIZED,BOOK_01,D0.Foundation.LucasDefectSign
D0-ALPHA-MU2-FULL-LEDGER-001,26.8,55,BALLAST,0,8,0,,,16.8,6.0,4.0,0.0,0.0,,,PYTHON_CERTIFIED,CERT-CLOSED,BOOK_02/04,
D0-PHI-LADDER-SEMIGROUP-001,26.8,55,BALLAST,0,8,0,,,16.8,6.0,4.0,0.0,0.0,,,PYTHON_CERTIFIED,CERT-CLOSED,BOOK_06,
D0-TOP-HODGE-KIRCHHOFF-STATIONARY-BRIDGE-001,26.7,100,BALLAST,1,3,16,6,False,10.6,15.9,0.0,0.2,0.0,,,LEAN_PROVED,CORE-FORMALIZED,BOOK_01/02/08,D0.Synthesis.TopHodgeKirchhoffStationaryBridge
