claim_id,book,section,lean_module,lean_theorem,lean_status,uses_bridge_assumptions,assumption_ids,python_cert,release_status,notes
D0-GRAV-005,BOOK_07,optical jet backreaction,D0.Gravity.OpticalJetBackreaction,optical_jet_backreaction_cert,PYTHON_CERTIFIED,False,,vp_optical_jet_backreaction.py,CERT-CLOSED,Optical jet backreaction law cert. [was:OPERATOR-LAW-CLOSED]
D0-IM-005,BOOK_01/02/06,fractal continuum witness halting,D0.IM.FractalContinuumAndWitnessHalting,fractal_continuum_witness_halting_corrected,PYTHON_CERTIFIED,False,,vp_continuum_from_fractal_tick.py,CERT-CLOSED,Corrected continuum/witness halting layer.
D0-GRAV-006,BOOK_07,horizon jet and baryon pole layer,D0.Gravity.HorizonJetAndBaryonPole,horizon_jet_baryon_pole_layer_cert,PYTHON_CERTIFIED,False,,vp_horizon_jet_axis_observable.py,CERT-CLOSED,Horizon closed; jet + baryon image-basis certs present. [was:CERT-SCAFFOLD-CLOSED]
D0-EDGE-001,BOOK_04,edge alpha trace target,D0.Edge.AlphaRamificationConstructive,edge_alpha_trace_target,OPEN,False,,,PROOF-TARGET,Guardrail target retained.
D0-EDGE-002,BOOK_04,torus ramification puiseux target,D0.Edge.AlphaRamificationConstructive,torus_ramification_puiseux_target,OPEN,False,,,PROOF-TARGET,Guardrail target retained.
D0-EDGE-ALPHA-001,BOOK_04,edge alpha trace seam construction,D0.Edge.AlphaRamificationConstructive,edge_alpha_trace_seam_cert,PYTHON_CERTIFIED,False,,vp_edge_alpha_trace_constructive.py,CERT-CLOSED,Unitary dilation edge alpha trace cert. [was:EDGE-ALPHA-TRACE-CERT-CLOSED]
D0-EDGE-RAMIFICATION-001,BOOK_04,torus ramification companion cover,D0.Edge.RamificationFromUeEffCompanion,ramification_companion_cover_cert,PYTHON_CERTIFIED,False,,vp_ramification_edge_ueff_companion.py,CERT-CLOSED,Companion cover cert; physical-edge embedding remains scoped. [was:RAMIFICATION-COMPANION-COVER-CERT-CLOSED]
D0-BARYON-POLES-001,BOOK_04,baryon anonymous image poles,D0.Matter.BaryonAnonymousPoleSet,baryon_anonymous_image_poles_cert,PYTHON_CERTIFIED,False,,vp_baryon_40_56_anonymous_poles.py,CERT-CLOSED,Image-basis compressed pole cert. [was:BARYON-ANONYMOUS-POLE-CERT-CLOSED]
D0-HORIZON-JET-001,BOOK_07,horizon jet observable,D0.Gravity.HorizonJetAndBaryonPole,horizon_jet_observable_cert,PYTHON_CERTIFIED,False,,vp_horizon_jet_axis_observable.py,PROOF-TARGET,Finite observable cert; empirical jets passport. [was:HORIZON-JET-OBSERVABLE-CERT-SCAFFOLD]
D0-IM-PRED-001,BOOK_06/08,fractal continuum predictions,D0.IM.FractalContinuumPredictions,fractal_continuum_predictions_cert,PYTHON_CERTIFIED,False,,vp_fractal_continuum_predictions.py,CERT-CLOSED,Absolute/relative sign corrected. [was:FRACTAL-CONTINUUM-PREDICTION-CERT-CLOSED]
D0-IM-COSMO-001,BOOK_08,relative archive acceleration,D0.IM.RelativeArchiveAcceleration,relative_archive_acceleration_positive_second_difference,PYTHON_CERTIFIED,False,,vp_relative_archive_acceleration_cosmology_bridge.py,CERT-CLOSED,Internal relative acceleration; no survey fit. [was:RELATIVE-ARCHIVE-ACCELERATION-CERT-CLOSED]
D0-IM-COSMO-002,BOOK_08,relative pressure bridge law,D0.IM.ArchivePressureCoupling,relative_pressure_bridge_law,PYTHON_CERTIFIED,False,,vp_archive_pressure_coupling_from_relative_acceleration.py,CERT-CLOSED,Weak bridge; strong log-det is primary. [was:RELATIVE-PRESSURE-BRIDGE-LAW-CERT-CLOSED]
D0-IM-COSMO-003,BOOK_08,strong logdet pressure coupling,D0.IM.StrongLogdetPressure,strong_logdet_pressure_coupling,PYTHON_CERTIFIED,False,,vp_strong_logdet_pressure_coupling.py,CERT-CLOSED,Correct r(V) derivative. [was:LOGDET-PRESSURE-COUPLING-CERT-CLOSED]
D0-IM-COSMO-004,BOOK_08,logdet second response and stability,D0.IM.LogdetSecondResponse,logdet_second_response_stability_sign_corrected,PYTHON_CERTIFIED,False,,vp_logdet_second_response_and_stability.py,CERT-CLOSED,L bounded; Lp->0; Lpp<0 safe domain. [was:LOGDET-SECOND-RESPONSE-STABILITY-CERT-CLOSED]
D0-PUB-001,PUBLICATION,release monograph structure,D0.Publication.MonographStructure,release_monograph_structure_audit,OPEN,False,,,PROOF-TARGET,Audit-only publication structure. [publication-structure meta; deferred; was:PUBLICATION-MONOGRAPH-STRUCTURE]
D0-QUANT-MET-001,METROLOGY,quantum metrology limits,D0.Metrology.QuantumLimits,quantum_metrology_limits,PYTHON_CERTIFIED,False,,vp_quantum_metrology_limits.py,CERT-CLOSED,PSD purification inequality (lemma) + conditional φ^{-2} flux + Bragg spectrum targets. [was:OPERATOR-LEMMA-CERT]
D0-QUANT-MET-002,METROLOGY,psd purification inequality,D0.Metrology.PSDPurification,psd_purification_inequality,PYTHON_CERTIFIED,False,,vp_quantum_metrology_limits.py,CERT-CLOSED,Admitted operator lemma F_lab ≽ Π F_N Π. [was:OPERATOR-LEMMA-CERT]
D0-QUANT-MET-003,METROLOGY,phi-2 purification flux target,D0.Metrology.Phi2Flux,phi2_purification_flux_target,OPEN,False,,,PROOF-TARGET,φ^{-2} flux is sector hypothesis / prediction target. [was:CONDITIONAL-THEOREM-TARGET]
D0-QUANT-MET-004,METROLOGY,phason bragg line spectrum target,D0.Metrology.PhasonBragg,phason_bragg_line_spectrum_target,OPEN,False,,,PROOF-TARGET,Analog residual Bragg frequencies f_m = m φ^{-2} mod 1 as metrology target. [was:METROLOGY-PREDICTION-TARGET]
D0-XI5-TORUS-DEFECT-001,BOOK_03/06,torus address integerization defect,,,PYTHON_CERTIFIED,False,,vp_xi5_torus_defect.py,CERT-CLOSED,"xi5=phi^-5 torus-address defect: phi^5=11+phi^-5, L5=11, Tr(T^5)=-11; exact Z[phi]. Lean L4 queued. alpha-row stays CHK."
D0-VIETA-GALOIS-ABCD-001,BOOK_01/02,ABCD as Vieta/Galois data,,,PYTHON_CERTIFIED,False,,vp_vieta_galois_abcd.py,CERT-CLOSED,ABCD = Vieta=Galois data of x^2-x-1; delta0=1/(2phi^3) forced; exact Q(phi). Lean L4 queued.
D0-KERNEL-ZONE-SPLIT-001,BOOK_01/04,archive kernel zone split,,,PYTHON_CERTIFIED,False,,vp_kernel_zone_split.py,CERT-CLOSED,"ker(adj K(9,11,13))=30=8+10+12; rank 3 = space; exact integer LA. Lean L4 queued."
D0-DIM-LADDER-COMPACT-001,BOOK_06,dimension ladder compactification,,,PYTHON_CERTIFIED,False,,vp_dim_ladder_compact.py,CERT-CLOSED,Q(D)=phi^(D-4); quantum=1 at D=4=|ABCD|; Q(1)=phi^-3=2delta0; exact Q(phi). Lean L4 queued.
